page_number,url,http_status_code,page_title,html_filename,txt_filename,html_size_bytes,word_count,timestamp,status
821,https://news.fnal.gov/2023/08/indian-scientists-come-to-fermilab-to-assist-with-pip-ii-particle-accelerator-technology/,200,Indian scientists come to Fermilab to assist with PIP-II particle accelerator technology,0821_news.fnal.gov_2023_08_indian-scientists-come-to-fermila.html,0821_news.fnal.gov_2023_08_indian-scientists-come-to-fermila.txt,95051,1981,2026-06-10 13:53:51,SUCCESS
822,https://news.fnal.gov/tag/cryomodule/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0822_news.fnal.gov_tag_cryomodule_search.html,0822_news.fnal.gov_tag_cryomodule_search.txt,69441,324,2026-06-10 13:53:53,SUCCESS
823,https://news.fnal.gov/tag/india/,200,India Archives - News,0823_news.fnal.gov_tag_india.html,0823_news.fnal.gov_tag_india.txt,104480,991,2026-06-10 13:53:55,SUCCESS
824,https://news.fnal.gov/2023/09/slac-fires-up-the-worlds-most-powerful-x-ray-laser-lcls-ii-ushers-in-a-new-era-of-science/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0824_news.fnal.gov_2023_09_slac-fires-up-the-worlds-most-pow.html,0824_news.fnal.gov_2023_09_slac-fires-up-the-worlds-most-pow.txt,69441,324,2026-06-10 13:53:57,SUCCESS
825,https://news.fnal.gov/tag/heavy-neutrino/,200,heavy neutrino Archives - News,0825_news.fnal.gov_tag_heavy-neutrino.html,0825_news.fnal.gov_tag_heavy-neutrino.txt,75735,480,2026-06-10 13:53:59,SUCCESS
826,https://news.fnal.gov/tag/slac-national-accelerator-laboratory/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0826_news.fnal.gov_tag_slac-national-accelerator-laboratory_.html,0826_news.fnal.gov_tag_slac-national-accelerator-laboratory_.txt,69441,324,2026-06-10 13:54:02,SUCCESS
827,https://news.fnal.gov/tag/stanford-university/,200,Stanford University Archives - News,0827_news.fnal.gov_tag_stanford-university.html,0827_news.fnal.gov_tag_stanford-university.txt,75762,434,2026-06-10 13:54:04,SUCCESS
828,https://news.fnal.gov/tag/dark-photon/,200,dark photon Archives - News,0828_news.fnal.gov_tag_dark-photon.html,0828_news.fnal.gov_tag_dark-photon.txt,81666,521,2026-06-10 13:54:06,SUCCESS
829,https://news.fnal.gov/tag/theoretical-particle-physics/,200,theoretical particle physics Archives - News,0829_news.fnal.gov_tag_theoretical-particle-physics.html,0829_news.fnal.gov_tag_theoretical-particle-physics.txt,75395,612,2026-06-10 13:54:08,SUCCESS
830,https://news.fnal.gov/2021/03/particle-detector-at-fermilab-plays-crucial-role-in-deep-underground-neutrino-experiment/,200,Particle detector at Fermilab plays crucial role in Deep Underground Neutrino Experiment,0830_news.fnal.gov_2021_03_particle-detector-at-fermilab-pla.html,0830_news.fnal.gov_2021_03_particle-detector-at-fermilab-pla.txt,96718,1872,2026-06-10 13:54:10,SUCCESS
831,https://news.fnal.gov/tag/university-of-oxford/,200,University of Oxford Archives - News,0831_news.fnal.gov_tag_university-of-oxford.html,0831_news.fnal.gov_tag_university-of-oxford.txt,72602,379,2026-06-10 13:54:12,SUCCESS
832,https://news.fnal.gov/tag/oscillation/,200,oscillation Archives - News,0832_news.fnal.gov_tag_oscillation.html,0832_news.fnal.gov_tag_oscillation.txt,80796,641,2026-06-10 13:54:14,SUCCESS
833,https://news.fnal.gov/tag/italy/,200,Italy Archives - News,0833_news.fnal.gov_tag_italy.html,0833_news.fnal.gov_tag_italy.txt,99859,1022,2026-06-10 13:54:16,SUCCESS
834,https://news.fnal.gov/tag/quarks/,200,quarks Archives - News,0834_news.fnal.gov_tag_quarks.html,0834_news.fnal.gov_tag_quarks.txt,84848,835,2026-06-10 13:54:18,SUCCESS
835,https://news.fnal.gov/tag/tau/,200,tau Archives - News,0835_news.fnal.gov_tag_tau.html,0835_news.fnal.gov_tag_tau.txt,74655,506,2026-06-10 13:54:20,SUCCESS
836,https://news.fnal.gov/tag/fusion/,200,fusion Archives - News,0836_news.fnal.gov_tag_fusion.html,0836_news.fnal.gov_tag_fusion.txt,69478,427,2026-06-10 13:54:22,SUCCESS
837,https://news.fnal.gov/tag/laser/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0837_news.fnal.gov_tag_laser_search.html,0837_news.fnal.gov_tag_laser_search.txt,69441,324,2026-06-10 13:54:24,SUCCESS
838,https://news.fnal.gov/tag/don-lincoln/,200,Don Lincoln Archives - News,0838_news.fnal.gov_tag_don-lincoln.html,0838_news.fnal.gov_tag_don-lincoln.txt,82250,785,2026-06-10 13:54:26,SUCCESS
839,https://news.fnal.gov/tag/lux/,200,LUX Archives - News,0839_news.fnal.gov_tag_lux.html,0839_news.fnal.gov_tag_lux.txt,81897,564,2026-06-10 13:54:29,SUCCESS
840,https://news.fnal.gov/tag/minos/,200,MINOS Archives - News,0840_news.fnal.gov_tag_minos.html,0840_news.fnal.gov_tag_minos.txt,93771,997,2026-06-10 13:54:31,SUCCESS
841,https://news.fnal.gov/tag/j-parc/,200,J-PARC Archives - News,0841_news.fnal.gov_tag_j-parc.html,0841_news.fnal.gov_tag_j-parc.txt,77966,616,2026-06-10 13:54:33,SUCCESS
842,https://news.fnal.gov/tag/jefferson-lab/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0842_news.fnal.gov_tag_jefferson-lab_search.html,0842_news.fnal.gov_tag_jefferson-lab_search.txt,69441,324,2026-06-10 13:54:35,SUCCESS
843,https://news.fnal.gov/tag/ua1/,200,UA1 Archives - News,0843_news.fnal.gov_tag_ua1.html,0843_news.fnal.gov_tag_ua1.txt,71841,392,2026-06-10 13:54:37,SUCCESS
844,https://news.fnal.gov/tag/south-dakota/,200,South Dakota Archives - News,0844_news.fnal.gov_tag_south-dakota.html,0844_news.fnal.gov_tag_south-dakota.txt,94726,1368,2026-06-10 13:54:39,SUCCESS
845,https://news.fnal.gov/tag/south-korea/,200,South Korea Archives - News,0845_news.fnal.gov_tag_south-korea.html,0845_news.fnal.gov_tag_south-korea.txt,99945,769,2026-06-10 13:54:41,SUCCESS
846,https://news.fnal.gov/tag/t2k/,200,T2K Archives - News,0846_news.fnal.gov_tag_t2k.html,0846_news.fnal.gov_tag_t2k.txt,94835,1173,2026-06-10 13:54:43,SUCCESS
847,https://news.fnal.gov/tag/nomad/,200,NOMAD Archives - News,0847_news.fnal.gov_tag_nomad.html,0847_news.fnal.gov_tag_nomad.txt,71879,392,2026-06-10 13:54:45,SUCCESS
848,https://news.fnal.gov/tag/japan/,200,Japan Archives - News,0848_news.fnal.gov_tag_japan.html,0848_news.fnal.gov_tag_japan.txt,106296,1008,2026-06-10 13:54:47,SUCCESS
849,https://news.fnal.gov/tag/jefferson-lab/page/2/,200,Jefferson Lab Archives - Page 2 of 2 - News,0849_news.fnal.gov_tag_jefferson-lab_page_2.html,0849_news.fnal.gov_tag_jefferson-lab_page_2.txt,73377,373,2026-06-10 13:54:49,SUCCESS
850,https://news.fnal.gov/tag/gran-sasso/,200,Gran Sasso Archives - News,0850_news.fnal.gov_tag_gran-sasso.html,0850_news.fnal.gov_tag_gran-sasso.txt,85873,620,2026-06-10 13:54:51,SUCCESS
851,https://news.fnal.gov/tag/lattice-qcd/,200,lattice QCD Archives - News,0851_news.fnal.gov_tag_lattice-qcd.html,0851_news.fnal.gov_tag_lattice-qcd.txt,73093,541,2026-06-10 13:54:53,SUCCESS
852,https://news.fnal.gov/tag/dzero/,200,DZero Archives - News,0852_news.fnal.gov_tag_dzero.html,0852_news.fnal.gov_tag_dzero.txt,95529,904,2026-06-10 13:54:55,SUCCESS
853,https://news.fnal.gov/tag/super-kamiokande/,200,Super-Kamiokande Archives - News,0853_news.fnal.gov_tag_super-kamiokande.html,0853_news.fnal.gov_tag_super-kamiokande.txt,83025,577,2026-06-10 13:54:57,SUCCESS
854,https://news.fnal.gov/tag/cdf/,200,CDF Archives - News,0854_news.fnal.gov_tag_cdf.html,0854_news.fnal.gov_tag_cdf.txt,85115,876,2026-06-10 13:54:59,SUCCESS
855,https://news.fnal.gov/tag/engineering/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0855_news.fnal.gov_tag_engineering_search.html,0855_news.fnal.gov_tag_engineering_search.txt,69441,324,2026-06-10 13:55:01,SUCCESS
856,https://news.fnal.gov/tag/engineering/page/4/,200,engineering Archives - Page 4 of 4 - News,0856_news.fnal.gov_tag_engineering_page_4.html,0856_news.fnal.gov_tag_engineering_page_4.txt,73201,386,2026-06-10 13:55:04,SUCCESS
857,https://news.fnal.gov/tag/helen-edwards/,200,Helen Edwards Archives - News,0857_news.fnal.gov_tag_helen-edwards.html,0857_news.fnal.gov_tag_helen-edwards.txt,80303,677,2026-06-10 13:55:06,SUCCESS
858,https://news.fnal.gov/tag/engineering/page/2/,200,engineering Archives - Page 2 of 4 - News,0858_news.fnal.gov_tag_engineering_page_2.html,0858_news.fnal.gov_tag_engineering_page_2.txt,90714,826,2026-06-10 13:55:08,SUCCESS
859,https://news.fnal.gov/tag/innovation/,200,innovation Archives - News,0859_news.fnal.gov_tag_innovation.html,0859_news.fnal.gov_tag_innovation.txt,86860,937,2026-06-10 13:55:10,SUCCESS
860,https://news.fnal.gov/2024/09/william-pellico-of-fermilab-receives-2024-ura-honorary-engineering-award/,200,William Pellico receives 2024 URA Honorary Engineering Award,0860_news.fnal.gov_2024_09_william-pellico-of-fermilab-recei.html,0860_news.fnal.gov_2024_09_william-pellico-of-fermilab-recei.txt,90366,1789,2026-06-10 13:55:12,SUCCESS
861,https://news.fnal.gov/tag/engineering/page/3/,200,engineering Archives - Page 3 of 4 - News,0861_news.fnal.gov_tag_engineering_page_3.html,0861_news.fnal.gov_tag_engineering_page_3.txt,93574,972,2026-06-10 13:55:14,SUCCESS
862,https://news.fnal.gov/2025/12/fermilab-dedicates-new-state-of-the-art-building-honoring-scientist-helen-edwards/,200,Fermilab dedicates new state-of-the-art building honoring scientist Helen Edwards,0862_news.fnal.gov_2025_12_fermilab-dedicates-new-state-of-t.html,0862_news.fnal.gov_2025_12_fermilab-dedicates-new-state-of-t.txt,92586,1240,2026-06-10 13:55:16,SUCCESS
863,https://news.fnal.gov/2023/10/pantaleo-raimondi-to-be-new-leader-of-fermilabs-accelerator-project/,200,Pantaleo Raimondi to be new leader of Fermilab’s accelerator project,0863_news.fnal.gov_2023_10_pantaleo-raimondi-to-be-new-leade.html,0863_news.fnal.gov_2023_10_pantaleo-raimondi-to-be-new-leade.txt,86963,1220,2026-06-10 13:55:18,SUCCESS
864,https://news.fnal.gov/2024/06/fermilab-names-jim-kerby-as-lbnf-dune-u-s-project-director/,200,Fermilab names Jim Kerby as LBNF/DUNE-US project director,0864_news.fnal.gov_2024_06_fermilab-names-jim-kerby-as-lbnf-.html,0864_news.fnal.gov_2024_06_fermilab-names-jim-kerby-as-lbnf-.txt,85567,1028,2026-06-10 13:55:21,SUCCESS
865,https://news.fnal.gov/2024/05/fermilab-announces-new-chief-operating-officer/,200,Fermilab announces new chief operating officer,0865_news.fnal.gov_2024_05_fermilab-announces-new-chief-oper.html,0865_news.fnal.gov_2024_05_fermilab-announces-new-chief-oper.txt,83115,938,2026-06-10 13:55:23,SUCCESS
866,https://news.fnal.gov/tag/norbert-holtkamp/,200,Norbert Holtkamp Archives - News,0866_news.fnal.gov_tag_norbert-holtkamp.html,0866_news.fnal.gov_tag_norbert-holtkamp.txt,68564,361,2026-06-10 13:55:25,SUCCESS
867,https://news.fnal.gov/2025/01/fermilab-undergoes-leadership-change/,200,Fermilab undergoes leadership change,0867_news.fnal.gov_2025_01_fermilab-undergoes-leadership-cha.html,0867_news.fnal.gov_2025_01_fermilab-undergoes-leadership-cha.txt,85004,1052,2026-06-10 13:55:27,SUCCESS
868,https://news.fnal.gov/tag/leadership/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0868_news.fnal.gov_tag_leadership_search.html,0868_news.fnal.gov_tag_leadership_search.txt,69441,324,2026-06-10 13:55:29,SUCCESS
869,https://news.fnal.gov/tag/leadership/page/2/,200,leadership Archives - Page 2 of 2 - News,0869_news.fnal.gov_tag_leadership_page_2.html,0869_news.fnal.gov_tag_leadership_page_2.txt,74926,482,2026-06-10 13:55:31,SUCCESS
870,https://news.fnal.gov/2025/04/sowjanya-gollapinni-elected-co-spokesperson-for-dune-collaboration/,200,Sowjanya Gollapinni elected co-spokesperson for DUNE collaboration,0870_news.fnal.gov_2025_04_sowjanya-gollapinni-elected-co-sp.html,0870_news.fnal.gov_2025_04_sowjanya-gollapinni-elected-co-sp.txt,89095,1239,2026-06-10 13:55:33,SUCCESS
871,https://news.fnal.gov/2023/11/fermilab-welcomes-new-head-of-communication/,200,Fermilab welcomes new head of communication,0871_news.fnal.gov_2023_11_fermilab-welcomes-new-head-of-com.html,0871_news.fnal.gov_2023_11_fermilab-welcomes-new-head-of-com.txt,83356,876,2026-06-10 13:55:35,SUCCESS
872,https://news.fnal.gov/2023/10/doe-project-leadership-institute-award-returns-to-fermilab/,200,DOE Project Leadership Institute award returns to Fermilab,0872_news.fnal.gov_2023_10_doe-project-leadership-institute-.html,0872_news.fnal.gov_2023_10_doe-project-leadership-institute-.txt,88281,1304,2026-06-10 13:55:37,SUCCESS
873,https://news.fnal.gov/2026/03/dave-newbold-elected-co-spokesperson-of-dune-collaboration/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0873_news.fnal.gov_2026_03_dave-newbold-elected-co-spokesper.html,0873_news.fnal.gov_2026_03_dave-newbold-elected-co-spokesper.txt,69441,324,2026-06-10 13:55:39,SUCCESS
874,https://news.fnal.gov/2024/11/new-desi-results-weigh-in-on-gravity/,200,New DESI results weigh in on gravity,0874_news.fnal.gov_2024_11_new-desi-results-weigh-in-on-grav.html,0874_news.fnal.gov_2024_11_new-desi-results-weigh-in-on-grav.txt,93024,1905,2026-06-10 13:55:41,SUCCESS
875,https://news.fnal.gov/tag/big-bang/,200,Big Bang Archives - News,0875_news.fnal.gov_tag_big-bang.html,0875_news.fnal.gov_tag_big-bang.txt,87098,883,2026-06-10 13:55:43,SUCCESS
876,https://news.fnal.gov/tag/cosmic-inflation/,200,cosmic inflation Archives - News,0876_news.fnal.gov_tag_cosmic-inflation.html,0876_news.fnal.gov_tag_cosmic-inflation.txt,77412,472,2026-06-10 13:55:45,SUCCESS
877,https://news.fnal.gov/tag/desi/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0877_news.fnal.gov_tag_desi_search.html,0877_news.fnal.gov_tag_desi_search.txt,69441,324,2026-06-10 13:55:47,SUCCESS
878,https://news.fnal.gov/tag/gravity/,200,gravity Archives - News,0878_news.fnal.gov_tag_gravity.html,0878_news.fnal.gov_tag_gravity.txt,87683,851,2026-06-10 13:55:50,SUCCESS
879,https://news.fnal.gov/tag/milky-way/,200,Milky Way Archives - News,0879_news.fnal.gov_tag_milky-way.html,0879_news.fnal.gov_tag_milky-way.txt,75972,505,2026-06-10 13:55:52,SUCCESS
880,https://news.fnal.gov/tag/galaxy/,200,galaxy Archives - News,0880_news.fnal.gov_tag_galaxy.html,0880_news.fnal.gov_tag_galaxy.txt,87666,913,2026-06-10 13:55:54,SUCCESS
881,https://news.fnal.gov/tag/desi/page/2/,200,DESI Archives - Page 2 of 3 - News,0881_news.fnal.gov_tag_desi_page_2.html,0881_news.fnal.gov_tag_desi_page_2.txt,95380,1129,2026-06-10 13:55:56,SUCCESS
882,https://news.fnal.gov/tag/desi/page/3/,200,DESI Archives - Page 3 of 3 - News,0882_news.fnal.gov_tag_desi_page_3.html,0882_news.fnal.gov_tag_desi_page_3.txt,83404,568,2026-06-10 13:55:58,SUCCESS
883,https://news.fnal.gov/2024/04/first-results-from-desi-make-the-most-precise-measurement-of-our-expanding-universe/,200,First results from DESI make the most precise measurement of our expanding universe,0883_news.fnal.gov_2024_04_first-results-from-desi-make-the-.html,0883_news.fnal.gov_2024_04_first-results-from-desi-make-the-.txt,99828,2612,2026-06-10 13:56:00,SUCCESS
884,https://news.fnal.gov/tag/skipper-ccd/,200,Skipper CCD Archives - News,0884_news.fnal.gov_tag_skipper-ccd.html,0884_news.fnal.gov_tag_skipper-ccd.txt,74787,494,2026-06-10 13:56:02,SUCCESS
885,https://news.fnal.gov/2023/06/desi-early-data-release-holds-nearly-two-million-objects/,200,DESI early data release holds nearly two million objects,0885_news.fnal.gov_2023_06_desi-early-data-release-holds-nea.html,0885_news.fnal.gov_2023_06_desi-early-data-release-holds-nea.txt,97139,2279,2026-06-10 13:56:04,SUCCESS
886,https://news.fnal.gov/tag/sdss/,200,SDSS Archives - News,0886_news.fnal.gov_tag_sdss.html,0886_news.fnal.gov_tag_sdss.txt,71159,404,2026-06-10 13:56:06,SUCCESS
887,https://news.fnal.gov/tag/spectroscopy/,200,spectroscopy Archives - News,0887_news.fnal.gov_tag_spectroscopy.html,0887_news.fnal.gov_tag_spectroscopy.txt,70953,350,2026-06-10 13:56:08,SUCCESS
888,https://news.fnal.gov/tag/standard-model/page/3/,200,Standard Model Archives - Page 3 of 12 - News,0888_news.fnal.gov_tag_standard-model_page_3.html,0888_news.fnal.gov_tag_standard-model_page_3.txt,90039,897,2026-06-10 13:56:11,SUCCESS
889,https://news.fnal.gov/tag/standard-model/page/2/,200,Standard Model Archives - Page 2 of 12 - News,0889_news.fnal.gov_tag_standard-model_page_2.html,0889_news.fnal.gov_tag_standard-model_page_2.txt,84330,923,2026-06-10 13:56:14,SUCCESS
890,https://news.fnal.gov/tag/standard-model/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0890_news.fnal.gov_tag_standard-model_search.html,0890_news.fnal.gov_tag_standard-model_search.txt,69441,324,2026-06-10 13:56:16,SUCCESS
891,https://news.fnal.gov/tag/standard-model/page/12/,200,Standard Model Archives - Page 12 of 12 - News,0891_news.fnal.gov_tag_standard-model_page_12.html,0891_news.fnal.gov_tag_standard-model_page_12.txt,87390,777,2026-06-10 13:56:18,SUCCESS
892,https://news.fnal.gov/tag/muon/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0892_news.fnal.gov_tag_muon_search.html,0892_news.fnal.gov_tag_muon_search.txt,69441,324,2026-06-10 13:56:20,SUCCESS
893,https://news.fnal.gov/2024/10/a-minute-with-akshay-murthy/,200,A minute with: Akshay Murthy,0893_news.fnal.gov_2024_10_a-minute-with-akshay-murthy.html,0893_news.fnal.gov_2024_10_a-minute-with-akshay-murthy.txt,86147,1255,2026-06-10 13:56:22,SUCCESS
894,https://news.fnal.gov/tag/sqms-center/page/6/,200,SQMS Center Archives - Page 6 of 6 - News,0894_news.fnal.gov_tag_sqms-center_page_6.html,0894_news.fnal.gov_tag_sqms-center_page_6.txt,83943,897,2026-06-10 13:56:24,SUCCESS
895,https://news.fnal.gov/tag/sqms-center/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0895_news.fnal.gov_tag_sqms-center_search.html,0895_news.fnal.gov_tag_sqms-center_search.txt,69441,324,2026-06-10 13:56:26,SUCCESS
896,https://news.fnal.gov/2025/07/a-minute-with-mackenzie-ring/,200,A minute with Mackenzie Ring,0896_news.fnal.gov_2025_07_a-minute-with-mackenzie-ring.html,0896_news.fnal.gov_2025_07_a-minute-with-mackenzie-ring.txt,88136,1509,2026-06-10 13:56:29,SUCCESS
897,https://news.fnal.gov/2024/07/ibm-intends-to-partner-with-fermilabs-sqms-center-to-advance-critical-quantum-information-science-initiatives/,200,IBM intends to partner with Fermilab’s SQMS Center to advance critical quantum information science initiatives,0897_news.fnal.gov_2024_07_ibm-intends-to-partner-with-fermi.html,0897_news.fnal.gov_2024_07_ibm-intends-to-partner-with-fermi.txt,94842,1598,2026-06-10 13:56:31,SUCCESS
898,https://news.fnal.gov/2024/05/researchers-at-the-sqms-center-achieve-leading-performance-in-transmon-qubits/,200,Researchers at the SQMS Center achieve leading performance in transmon qubits,0898_news.fnal.gov_2024_05_researchers-at-the-sqms-center-ac.html,0898_news.fnal.gov_2024_05_researchers-at-the-sqms-center-ac.txt,110009,2451,2026-06-10 13:56:33,SUCCESS
899,https://news.fnal.gov/tag/quantum-computers/,200,quantum computers Archives - News,0899_news.fnal.gov_tag_quantum-computers.html,0899_news.fnal.gov_tag_quantum-computers.txt,87760,912,2026-06-10 13:56:35,SUCCESS
900,https://news.fnal.gov/tag/sqms-center/page/2/,200,SQMS Center Archives - Page 2 of 6 - News,0900_news.fnal.gov_tag_sqms-center_page_2.html,0900_news.fnal.gov_tag_sqms-center_page_2.txt,91083,836,2026-06-10 13:56:37,SUCCESS
901,https://news.fnal.gov/tag/sqms-center/page/3/,200,SQMS Center Archives - Page 3 of 6 - News,0901_news.fnal.gov_tag_sqms-center_page_3.html,0901_news.fnal.gov_tag_sqms-center_page_3.txt,91260,1010,2026-06-10 13:56:39,SUCCESS
902,https://news.fnal.gov/tag/quantum-electronics/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0902_news.fnal.gov_tag_quantum-electronics_search.html,0902_news.fnal.gov_tag_quantum-electronics_search.txt,69441,324,2026-06-10 13:56:41,SUCCESS
903,https://news.fnal.gov/tag/robotics/,200,robotics Archives - News,0903_news.fnal.gov_tag_robotics.html,0903_news.fnal.gov_tag_robotics.txt,75914,558,2026-06-10 13:56:44,SUCCESS
904,https://news.fnal.gov/tag/sensor/,200,sensor Archives - News,0904_news.fnal.gov_tag_sensor.html,0904_news.fnal.gov_tag_sensor.txt,69898,407,2026-06-10 13:56:46,SUCCESS
905,https://news.fnal.gov/2020/06/now-complete-telescope-instrument-is-poised-to-begin-its-search-for-answers-about-dark-energy/,200,"Now complete, telescope instrument is poised to begin its search for answers about dark energy",0905_news.fnal.gov_2020_06_now-complete-telescope-instrument.html,0905_news.fnal.gov_2020_06_now-complete-telescope-instrument.txt,96801,2000,2026-06-10 13:56:48,SUCCESS
906,https://news.fnal.gov/2019/10/desi-opens-its-5000-eyes-to-capture-the-colors-of-the-cosmos/,200,"DESI opens its 5,000 eyes to capture the colors of the cosmos",0906_news.fnal.gov_2019_10_desi-opens-its-5000-eyes-to-captu.html,0906_news.fnal.gov_2019_10_desi-opens-its-5000-eyes-to-captu.txt,105504,2712,2026-06-10 13:56:50,SUCCESS
907,https://news.fnal.gov/2018/08/mapping-the-universe-in-3-d-fermilab-contributes-to-the-dark-energy-spectroscopic-instrument/,200,Mapping the universe in 3-D: Fermilab contributes to the Dark Energy Spectroscopic Instrument,0907_news.fnal.gov_2018_08_mapping-the-universe-in-3-d-fermi.html,0907_news.fnal.gov_2018_08_mapping-the-universe-in-3-d-fermi.txt,96130,1586,2026-06-10 13:56:52,SUCCESS
908,https://news.fnal.gov/tag/dark-energy-spectroscopic-instrument/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0908_news.fnal.gov_tag_dark-energy-spectroscopic-instrument_.html,0908_news.fnal.gov_tag_dark-energy-spectroscopic-instrument_.txt,69441,324,2026-06-10 13:56:54,SUCCESS
909,https://news.fnal.gov/2020/07/five-thousand-eyes-on-the-skies-scientists-choreograph-robots-to-observe-distant-galaxies/,200,Five thousand eyes on the skies: Scientists choreograph robots to observe distant galaxies,0909_news.fnal.gov_2020_07_five-thousand-eyes-on-the-skies-s.html,0909_news.fnal.gov_2020_07_five-thousand-eyes-on-the-skies-s.txt,98489,1721,2026-06-10 13:56:56,SUCCESS
910,https://news.fnal.gov/2021/05/dark-energy-spectroscopic-instrument-starts-5-year-survey/,200,Dark Energy Spectroscopic Instrument starts 5-year survey,0910_news.fnal.gov_2021_05_dark-energy-spectroscopic-instrum.html,0910_news.fnal.gov_2021_05_dark-energy-spectroscopic-instrum.txt,99119,2168,2026-06-10 13:56:58,SUCCESS
911,https://news.fnal.gov/2022/01/dark-energy-spectroscopic-instrument-desi-creates-largest-3d-map-of-the-cosmos/,200,Dark Energy Spectroscopic Instrument (DESI) creates largest 3D map of the cosmos,0911_news.fnal.gov_2022_01_dark-energy-spectroscopic-instrum.html,0911_news.fnal.gov_2022_01_dark-energy-spectroscopic-instrum.txt,100847,2670,2026-06-10 13:57:00,SUCCESS
912,https://news.fnal.gov/tag/kitt-peak-national-observatory/,200,Kitt Peak National Observatory Archives - News,0912_news.fnal.gov_tag_kitt-peak-national-observatory.html,0912_news.fnal.gov_tag_kitt-peak-national-observatory.txt,76702,492,2026-06-10 13:57:02,SUCCESS
913,https://news.fnal.gov/2026/04/icarus-experiment-marks-major-milestone-in-first-neutrino-science-results/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0913_news.fnal.gov_2026_04_icarus-experiment-marks-major-mil.html,0913_news.fnal.gov_2026_04_icarus-experiment-marks-major-mil.txt,69441,324,2026-06-10 13:57:04,SUCCESS
914,https://news.fnal.gov/tag/ions/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0914_news.fnal.gov_tag_ions_search.html,0914_news.fnal.gov_tag_ions_search.txt,69441,324,2026-06-10 13:57:06,SUCCESS
915,https://news.fnal.gov/tag/short-baseline-neutrino-program/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0915_news.fnal.gov_tag_short-baseline-neutrino-program_searc.html,0915_news.fnal.gov_tag_short-baseline-neutrino-program_searc.txt,69441,324,2026-06-10 13:57:09,SUCCESS
916,https://news.fnal.gov/2022/11/sbnd-scientists-complete-assembly-of-large-neutrino-detection-system/,200,SBND scientists complete assembly of large neutrino detection system,0916_news.fnal.gov_2022_11_sbnd-scientists-complete-assembly.html,0916_news.fnal.gov_2022_11_sbnd-scientists-complete-assembly.txt,97968,1846,2026-06-10 13:57:11,SUCCESS
917,https://news.fnal.gov/tag/short-baseline-near-detector/,200,Short-Baseline Near Detector Archives - News,0917_news.fnal.gov_tag_short-baseline-near-detector.html,0917_news.fnal.gov_tag_short-baseline-near-detector.txt,98741,1066,2026-06-10 13:57:13,SUCCESS
918,https://news.fnal.gov/2021/09/scientists-assemble-final-detector-of-fermilabs-short-baseline-neutrino-program/,200,Scientists assemble final detector of Fermilab’s Short-Baseline Neutrino Program,0918_news.fnal.gov_2021_09_scientists-assemble-final-detecto.html,0918_news.fnal.gov_2021_09_scientists-assemble-final-detecto.txt,95284,1653,2026-06-10 13:57:15,SUCCESS
919,https://news.fnal.gov/tag/neutrino-interactions/,200,neutrino interactions Archives - News,0919_news.fnal.gov_tag_neutrino-interactions.html,0919_news.fnal.gov_tag_neutrino-interactions.txt,83730,813,2026-06-10 13:57:17,SUCCESS
920,https://news.fnal.gov/tag/short-baseline-neutrino-program/page/3/,200,Short-Baseline Neutrino program Archives - Page 3 of 4 - News,0920_news.fnal.gov_tag_short-baseline-neutrino-program_page_.html,0920_news.fnal.gov_tag_short-baseline-neutrino-program_page_.txt,94542,829,2026-06-10 13:57:19,SUCCESS
921,https://news.fnal.gov/tag/short-baseline-neutrino-program/page/4/,200,Short-Baseline Neutrino program Archives - Page 4 of 4 - News,0921_news.fnal.gov_tag_short-baseline-neutrino-program_page_.html,0921_news.fnal.gov_tag_short-baseline-neutrino-program_page_.txt,78739,487,2026-06-10 13:57:21,SUCCESS
922,https://news.fnal.gov/2020/03/they-are-there-and-they-are-gone-icarus-chases-a-fourth-neutrino/,200,They are there and they are gone: ICARUS chases a fourth neutrino,0922_news.fnal.gov_2020_03_they-are-there-and-they-are-gone-.html,0922_news.fnal.gov_2020_03_they-are-there-and-they-are-gone-.txt,88029,1247,2026-06-10 13:57:23,SUCCESS
